厦门五缘浪沙酒店式公寓,¥288起,/hotel/hoteldetail?hotelId=90976972&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A90976972%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门厝念民宿,¥158起,/hotel/hoteldetail?hotelId=61142927&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A61142927%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门滨海东宿公寓(龙西二路分店),¥279起,/hotel/hoteldetail?hotelId=61208035&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A61208035%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门海边之恋客栈,¥140起,/hotel/hoteldetail?hotelId=90565578&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90565578%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门微笑小苑旅馆,¥125起,/hotel/hoteldetail?hotelId=93215390&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A93215390%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
老船长客栈(厦门会展店),¥125起,/hotel/hoteldetail?hotelId=90372119&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A90372119%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
欣欣公寓(厦门机场店),¥183起,/hotel/hoteldetail?hotelId=92705411&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A92705411%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门董小姐ins民宿,¥291起,/hotel/hoteldetail?hotelId=94241669&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A94241669%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
PK电竞酒店(集美万达店),¥172起,/hotel/hoteldetail?hotelId=68824125&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A68824125%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门青春号宾馆,¥88起,/hotel/hoteldetail?hotelId=92370663&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A92370663%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A78%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门北站旅馆,¥74起,/hotel/hoteldetail?hotelId=11401244&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A11401244%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门醉美民宿(3号店),¥323起,/hotel/hoteldetail?hotelId=60393602&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A60393602%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门海居民宿(滨海西大道分店),¥239起,/hotel/hoteldetail?hotelId=64904565&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A64904565%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
逸轩公寓(厦门翔安店),¥225起,/hotel/hoteldetail?hotelId=90730622&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A90730622%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门源美莱公寓,¥123起,/hotel/hoteldetail?hotelId=94310210&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A94310210%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门悦来登旅馆,¥72起,/hotel/hoteldetail?hotelId=90016574&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90016574%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门清风客栈,¥233起,/hotel/hoteldetail?hotelId=93069545&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A93069545%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门依山小筑客栈,¥236起,/hotel/hoteldetail?hotelId=90612086&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A90612086%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门悦辰酒店,¥164起,/hotel/hoteldetail?hotelId=94053696&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A94053696%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门旅夏美宿公寓(4号店),¥253起,/hotel/hoteldetail?hotelId=60812797&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A60812797%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门兰亭驿客栈,¥165起,/hotel/hoteldetail?hotelId=61159984&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A61159984%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
爱尚公寓,¥84起,/hotel/hoteldetail?hotelId=67819352&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A67819352%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门贰玖小院,¥81起,/hotel/hoteldetail?hotelId=69087969&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A69087969%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门兴隆旅社,¥88起,/hotel/hoteldetail?hotelId=90460498&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90460498%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门滨海悦居海景公寓,¥264起,/hotel/hoteldetail?hotelId=94028611&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A94028611%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门跃豪酒店,¥186起,/hotel/hoteldetail?hotelId=93027519&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A93027519%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门左邻右舍客栈,¥101起,/hotel/hoteldetail?hotelId=92806315&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A92806315%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门幸会客栈,¥372起,/hotel/hoteldetail?hotelId=90827126&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A90827126%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门翔安锦绣公寓,¥87起,/hotel/hoteldetail?hotelId=92806664&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A92806664%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门886精品酒店,¥101起,/hotel/hoteldetail?hotelId=90090775&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A90090775%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A80%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门安逸公寓,¥96起,/hotel/hoteldetail?hotelId=91674446&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A91674446%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
如家云系列-派柏·云酒店(厦门同安乌涂店),¥138起,/hotel/hoteldetail?hotelId=90090834&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A90090834%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门兴安民宿,¥110起,/hotel/hoteldetail?hotelId=62618414&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A62618414%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门对海的奇妙梦想的民宿,¥367起,/hotel/hoteldetail?hotelId=60540392&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A60540392%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门亲亲客栈,¥54起,/hotel/hoteldetail?hotelId=90612113&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A90612113%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
望家酒店,¥214起,/hotel/hoteldetail?hotelId=90894343&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90894343%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门聚缘酒店,¥212起,/hotel/hoteldetail?hotelId=93561374&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A93561374%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门康丽云公寓,¥134起,/hotel/hoteldetail?hotelId=61188075&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A61188075%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
浪漫都市酒店(厦门集美杏林店),¥122起,/hotel/hoteldetail?hotelId=90175461&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A8%7C%2a%7ChId%3A90175461%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门蓝天公寓,¥66起,/hotel/hoteldetail?hotelId=91189929&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A9%7C%2a%7ChId%3A91189929%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门兴顺阁酒店,¥117起,/hotel/hoteldetail?hotelId=90016577&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A90016577%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门远方亦家客栈,¥140起,/hotel/hoteldetail?hotelId=90688721&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A90688721%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门英之盛宾馆,¥111起,/hotel/hoteldetail?hotelId=93707329&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A93707329%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门小嶝岛上人家客栈,¥90起,/hotel/hoteldetail?hotelId=90811227&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90811227%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
 悦海小栈(环岛路黄厝店),¥131起,/hotel/hoteldetail?hotelId=92599453&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A92599453%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
尚客精品公寓,¥99起,/hotel/hoteldetail?hotelId=92446559&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A92446559%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门西亭旅社,¥74起,/hotel/hoteldetail?hotelId=90018413&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A90018413%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门鹿宿家庭旅馆,¥109起,/hotel/hoteldetail?hotelId=93473188&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A93473188%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门观澜小筑,¥194起,/hotel/hoteldetail?hotelId=61125257&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A61125257%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门网咖电竞民宿,¥271起,/hotel/hoteldetail?hotelId=66841390&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A66841390%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门安逸公寓,¥96起,/hotel/hoteldetail?hotelId=91674446&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A9619b2e8-4eed-48c4-b392-ad7e946bc4fd%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A91674446%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A81%7C%2a%7Cpage_size%3A20%7C%2a%7C
