酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
来悦精品酒店(厦门火车站店),经济型,¥216起,73,厦门火车站地区 | 嘉禾路295号,421米，步行约541米，预计7分钟,7分钟,距吕厝地铁站直线421米，步行约541米，预计7分钟,83,4.6,961,4.6,4.7,4.6,4.7,4.0,12:00,14:30,1,1,0,0,0,0,1,1,2020年04月01日,null,0592-5060011,酒店位于市中心厦门火车站商圈。距离吕厝地铁站10号口约300米，毗邻磐基名品购物中心，周边还有厦门火车站、明发商业广场，SM城市广场等商圈，购物、餐饮、娱乐一应俱全。步行即可到莲花中学，松柏中学；距离厦门科技馆仅2.5Km车程，距离厦门国际会展中心、厦门高崎国际机场、厦门大学、环岛路、曾厝垵、观音山、厦门万石植物园、厦门市中医院等均在半小时以内的车程。酒店门口就是宝龙中心公交站，共有9条线路途经该站点，交通便利。 酒店自带停车场及各种客房，酒店设计风格清新，房间布置高雅时尚，配套设施齐全，在享受价格实惠同时而不失尊贵服务，让您尽情体会“精致、时尚、舒适、愉悦”的感觉，是您外出休闲、娱乐和商务等的理想住处。,https://hotel.elong.com/hotel/hoteldetail?hotelId=31401302&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A31401302%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门夜奔客栈,经济型,¥108起,25,厦门北站地区 | 后溪镇岩内村埔中央里10-1号103,464米，步行约756米，预计11分钟,11分钟,距厦门华厦学院直线464米，步行约756米，预计11分钟,78,4.0,439,4.3,4.4,4.4,4.4,4.0,12:00,14:00,1,1,0,0,0,1,0,1,2020年01月01日,2017年11月01日,18059867372,厦门夜奔客栈位于厦门北站旁，周边高校林立，学术氛围浓厚，毗邻旺角商业街，奥特莱斯等购物中心，休闲、购物都非常方便。厦门老院子、灵玲马戏城就在周边，搭车约10分钟可达；紧邻天竺山森林公园、厦门方特梦幻王国等景点，地理位置优越。 客栈房间舒适、温馨且具有私密性，富于家庭现代感的室内装修设计，为您在繁华喧嚣的都市中带来一丝宁静与安逸。房内配套设施齐全，床上用品一客一换一消毒。客栈还提供停车、叫醒服务、行李寄存、接站服务，另有旅游票务和外送洗衣的特色服务，为您的出行游玩提供更多无忧便捷之选。不论您是常住还是小憩，夜奔厦门客栈都会是您的理想选择。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90929322&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A90929322%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门水木海景电竞酒店,舒适型,¥208起,65,SM城市广场地区 | 枋湖南路28-32号8-19层,241米，步行约454米，预计7分钟,7分钟,距枋湖客运中心直线241米，步行约454米，预计7分钟,81,4.9,4854,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年01月01日,2018年09月01日,18965123656,距离厦门高崎机场15分钟车程，紧邻枋湖客运中心，SM城市广场、TBK等商业中心，交通便利。共拥有60间时尚简约INS风格的客房，一室一厅、两房一厅及双床套房，均位于高层，视野辽阔、环境舒适，每一间房都配备高清投影仪，体验高清家庭影院，是您出差、旅行不二之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93467214&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A93467214%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
君怡酒店(厦门高崎机场SM广场店),舒适型,¥275起,117,SM城市广场地区 | 乌石浦路188号,731米，步行约1.1公里，预计16分钟,16分钟,距乌石浦地铁站直线731米，步行约1.1公里，预计16分钟,79,4.2,1145,4.3,4.3,4.4,4.4,4.0,14:00,12:00,1,1,0,0,0,0,1,1,2017年01月01日,2015年06月01日,0592-8931111,厦门君怡酒店位于乌石浦路，地处厦门市中心SM城市商业圈，紧邻乌石浦油画村，赛格电子广场及江头建材市场；隔壁两侧分别是厦门信息学校和天成茶叶批发市场，酒店距SM城市美食广场约200米，且斜对面“临家”闽南菜餐厅，独有闽南特色，非常值得品尝。另外学校门口对面餐饮一条街都比较经济实惠。酒店交通方便，乌石浦地铁站1号线可直达中山路。酒店拥有百余间为商务、旅游人士量身打造的商务房，拥有独立冷暖空调、高档淋浴房等设备，是广大宾客来厦商贸洽谈、旅游休闲的上佳之地。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90907216&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A90907216%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门海宿顺风客栈,经济型,¥68起,33,高崎机场地区 | 围里社791号,2.1公里，驾车约3.8公里，预计8分钟,8分钟,距五缘湾地铁站直线2.1公里，驾车约3.8公里，预计8分钟,90,4.7,848,4.7,4.8,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2017年01月01日,2011年01月01日,17750638588,OYO厦门海宿顺风客栈位于厦门机场旁，邻近商业中心SM城市广场、薛岭山、三宝殿等，交通便利。房间舒适、整洁，配套设施齐全，所有房间配备宽带，可以满足宾客的不同需求。公寓地处繁华地段，方便宾客购物、娱乐、旅游，良好的地理位置与交通条件。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92875179&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A92875179%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门温莎公主城堡庄园,舒适型,¥171起,18,曾厝垵地区 | 环岛路曾厝垵372号,350米，步行约417米，预计6分钟,6分钟,距曾厝垵直线350米，步行约417米，预计6分钟,94,4.6,369,4.7,4.8,4.7,4.7,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2016年08月01日,0592-2626258,厦门温莎公主城堡庄园坐落在美丽的厦门市环岛路，地处曾厝垵，这里交通便利，出门就是美丽的环岛路海边，与台湾宝岛的金门、大担、二担岛隔海相望。酒店面朝大海，春暖花开，背靠雄伟的大山，绿油青葱。酒店近厦门国际会展中心、南普陀寺、厦门大学、胡里山炮台、厦大白城沙滩浴场、鼓浪屿、轮渡、中山路步行街、珍珠湾海滨浴场、香山国际游艇俱乐部、观音山梦幻水世界等厦门各大热门景区，出行方便，旁边设有大型停车场。酒店装修风格独具匠心，欧式风美式风完美结合，欧洲历史与宫廷文化完美结合，酒店天台有近200平超级大露台，绿油草坪，配有欧式大遮阳伞，舒适桌椅，闲暇之余可以吹吹海风，喝喝红酒，看看海浪，数数星星，积累属于你们属于你们的回忆和感动。 温莎公主城堡庄园，2016年度参加福建厦门市——金门卡奖大赛，奖项角逐。,https://hotel.elong.com/hotel/hoteldetail?hotelId=91867639&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A91867639%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
凯怡酒店(厦门金尚蔡塘地铁站店),舒适型,¥213起,168,五缘湾地区 | 金泰路后坑前社185号,841米，步行约1.1公里，预计17分钟,17分钟,距东百蔡塘广场(蔡塘店)直线841米，步行约1.1公里，预计17分钟,85,4.7,677,4.6,4.6,4.6,4.6,4.0,10:00,12:00,1,1,1,1,0,0,1,1,2021年03月01日,2011年04月01日,0592-5903666,厦门凯怡酒店位于厦门市湖里，临近厦门国际会展中心，毗邻蔡塘商业广场、SM城市广场；临近蔡塘BRT、地铁2号线蔡塘站和忠仑站，步行到店约10分钟，交通便利。    酒店距离会展中心、环岛路沙滩约10分钟车程且可往返市区任何商业、购物、旅游热门景点。将会是您会展参展、马拉松活动的理想选择之一。    酒店拥有多种格调高雅的豪华客房百余间，酒店24小时热水供应、全覆盖独立高速WIFI 、全新网络电视、高端舒适的床品、足以解除宾客朋友一天的疲惫。酒店还设有经济实惠的中餐厅、大型立体式停车楼、功能完备的商务会议室，给您提供便捷舒适的体验，是商务、会议、旅游的上佳选择。    酒店坚持“以人为本、宾客至上、诚信经营”的理念，以贴心、高效、优质的服务为宗旨，期待着新老顾客朋友您的到来。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401194&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A1401194%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门天然居快捷酒店,经济型,¥146起,32,厦门北站地区 | 天马路 何山埔94号,624米，步行约761米，预计12分钟,12分钟,距厦门华厦学院直线624米，步行约761米，预计12分钟,20,4.8,540,4.8,4.8,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2022年05月04日,2018年10月01日,18150092336,厦门天然居快捷酒店位于厦门市集美区何山铺94号，客房干净卫生，欢迎入住。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92557606&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A92557606%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
庭苑酒店(厦门莲花路口地铁站店),经济型,¥217起,44,厦门火车站地区 | 涵光路1号,192米，步行约270米，预计4分钟,4分钟,距莲花路口地铁站直线192米，步行约270米，预计4分钟,86,4.8,3330,4.8,4.8,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2018年09月01日,0592-2052345,酒店位于厦门市中心（莲花路口地铁站）旁，毗邻明发商业广场、磐基名品购物中心、巴黎春天百货（涵盖购物、娱乐、休闲、餐饮、旅游等），至厦门鼓浪屿车程约20分钟。别墅式酒店高采光全明房，部分房间配备沙发卡座、茶几茶具。酒店带有休闲花园庭院，咖啡吧。酒店可享受免费的高速上网，舒适办公休闲桌椅。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90716696&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A90716696%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门古厝·honey设计美宿,经济型,¥379起,29,厦门大学地区 | 曾厝垵西边158号,1.1公里，驾车约2.7公里，预计8分钟,8分钟,距环岛路直线1.1公里，驾车约2.7公里，预计8分钟,78,5.0,1571,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,0,0,0,0,0,1,2019年09月01日,2018年01月01日,18150361975,民宿位于美丽的环岛路珍珠湾海滩旁，步行约3分钟即可到达美丽的海滩，与大海相拥相吻，享受与大海的曼妙时光。民宿东邻曾厝垵美食街，音乐广场。西邻胡里山炮台，厦门大学和南普陀寺。毗邻中山路和鼓浪屿等热门景点。交通出行便利，直达公交车众多，平均约20分钟车程。三面环山，一面临海，环境优美秀丽。民宿倡导古典文化的旅行体验，是一家注重体验生活和旅行品质的高端设计美宿。美宿设计理念，温馨舒适，简约闽南风情与现代体验式慢生活相结合，色调柔和，独特温暖，特色分明，按照每个房间的不同位置朝向等特点量身打造，每间房南北通透，阳光满满，房内所有摆设都是设计师精心挑选，简约风尚，给你营造舒适温暖的住宿环境，营造一颗简单，轻松，自由旅行的心。您的每一次旅行无需任何理由，只为那一份向往，那一刻的感觉，那一秒的记忆，带上您身边所爱的人，开启您的圆梦之旅吧！民宿欢迎您！,https://hotel.elong.com/hotel/hoteldetail?hotelId=60896365&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A98f5b9cf-57ea-40f0-89fa-0fc77ce13320%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A60896365%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门美仑皓晖酒店,高档型,¥245起,176,中山路地区 | 禾祥西路80号,1.0公里，驾车约2.3公里，预计7分钟,7分钟,距中山公园地铁站直线1.0公里，驾车约2.3公里，预计7分钟,88,4.6,2754,4.4,4.5,4.5,4.5,4.0,14:00,12:00,1,1,1,0,0,0,0,1,2019年01月01日,null,0592-2220888,厦门美仑皓晖酒店位于思明区中山路商圈，毗邻白鹭洲风景区，驱车10分钟左右可到达鼓浪屿厦鼓码头、厦门大学、南普陀及植物园，周边有百脑汇、电子城、禹州广场、民生银行大厦、金源大厦、天虹商场等。周边环境配套设施齐全，斗西路美食一条街，各色美食排档，应有尽有，是您商务出行及休闲度假的理想之选。   酒店以“当代艺术特色”为主题，随处可见中国瓷娃娃及个性壁画，拥有近180间客房，配有大堂书吧、自助洗衣吧、自助早餐厅、免费停车位多个。客房内符合人体工学的高端床垫、高速WiFi全面覆盖、全套品牌洗护用品，及丰富多样的自助早餐。全力为每位宾客打造高品质、温馨舒适的商务休闲之旅。,https://hotel.elong.com/hotel/hoteldetail?hotelId=31401025&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A31401025%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门骏豪会酒店,高档型,¥536起,12,SM城市广场地区 | 仙岳路625号,240米，步行约240米，预计4分钟,4分钟,距乌石浦地铁站直线240米，步行约240米，预计4分钟,91,4.6,402,4.6,4.7,4.7,4.7,4.0,00:00,12:00,1,1,1,0,1,0,0,1,null,2012年01月01日,0592-5951510,酒店位于仙岳路，与SM购物广场二期一墙之隔，乌石浦地铁站约2分钟步行，是巴厘岛建筑园林景观与现代艺术品相结合的时尚度假酒店。在JUN精品客房，落地窗外原生态的东南亚景观一览无余。这里还是国内一家引进星空投射仪的酒店，让人体验浩瀚星空。客房有德国进口贝朗浴缸、法国AIGNER BLACK洗护、BOSS音响、NESPRESSO咖啡机。酒店是港台明星的聚集地。不仅可吃到蔡家饭堂的海鲜大餐、喜之秋养生铁板烧、香辣会的川菜、鱼真居酒屋的日式美食。还可以还吃到备受明星热捧的台湾美食，职人寿司、日式火锅橘色涮涮屋、“世界上好吃的烧肉”的橘焱胡同烧肉夜食、美国CNN评选全球50大必吃美食的美式越南河粉（洛城越南河粉）、春娇怀旧台湾料理；喝到咖啡大师林东源的手冲咖啡豆口咖啡，来自新加坡自然发酵的手作面包面包公爵，夜晚可到“猴子酒吧”邂逅明星。酒店还有“中国一家创办旅游蜜月婚纱照”的巴黎风情婚纱摄影，由亚太人像摄影师龙sir亲领业界精英团队，是婚纱旅行与蜜月旅行之选。,https://hotel.elong.com/hotel/hoteldetail?hotelId=51401056&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A51401056%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
外岛城市酒店(厦门机场成功大道店),高档型,¥376起,136,SM城市广场地区 | 园山南路902-906号4-8层,305米，步行约392米，预计5分钟,5分钟,距枋湖客运中心直线305米，步行约392米，预计5分钟,91,4.8,2179,4.7,4.7,4.8,4.8,4.0,14:00,12:00,1,1,0,1,0,0,0,1,null,2018年02月01日,0592-5538880,外岛城市酒店(厦门机场成功大道店)位于园山南路，邻近SM购物中心、万达购物广场，酒店周边有多条公交路线，交通便利。酒店客房系国外著名设计师设计，客房音响系统支持蓝牙、Iphone，Ipad和笔记本，并且可与电视直接相连；房间全部可无线上网，配备液晶电视、电动窗帘等。客房隔音系统由清华声学所设计，保证您一夜安静睡眠。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92969967&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A92969967%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
怡程酒店(厦门中山路店),高档型,¥402起,113,中山路地区 | 厦禾路139号，思北路口，近中山路鼓浪屿,708米，步行约998米，预计13分钟,13分钟,距中山路步行街直线708米，步行约998米，预计13分钟,92,4.9,2597,4.8,4.8,4.8,4.8,4.0,14:00,12:00,1,1,1,0,0,0,0,1,null,2018年07月01日,0592-8561999,怡程酒店(厦门中山路店)位于中山路商业圈中心，饱览鼓浪屿秀丽美景；地理位置得天独厚，驱车约5分钟可至东渡邮轮码头鼓浪屿游客专用渡口，10分钟左右到南普陀寺庙、厦门大学等厦门知名景区。作为东呈集团旗下的高端精品酒店，店内有各类精美客房百余间；设计理念是“以东方文化内涵为核芯，以西方呈现模式为形态”呈现在消费者的眼前，“东方芯，西方形”， 简短六字对怡程酒店的灵魂做出了非常精炼的诠释。 怡程精心打造了具有东方元素的怡茶，芬芳而甘醇 ；可以延伸成大中型餐饮的餐厅及会议室，百变而灵动；三道茶（欢迎茶，下午茶，晚安茶），三呵护（有情路早，重唤新颜，朝夕约跑），体贴入微的服务，彰显出国际化的待客之道。 儒雅、质朴、亲切、庄重、自信、热情、专业、细节，这就是怡程。怡程酒店的到来，就是要让消费者身在怡程酒店环境中，去感受世界，让世界来宾“苏醒，在东方的美学里”。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93378631&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A93378631%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门Jishare佶舍宅院,高档型,¥450起,9,集美学村/杏林湾/园博苑 | 盛光路332号,1.0公里，驾车约2.0公里，预计6分钟,6分钟,距集美大学直线1.0公里，驾车约2.0公里，预计6分钟,97,5.0,322,4.9,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,0,1,1,null,2019年12月01日,0592-6150887,佶舍Jishare是一个集住宿、咖啡、良品于一体的生活方式品牌，以“比简约更考究，比奢侈更自由”为宗旨，传递高品质、有温度、纯粹专注的生活主张。    经过三年的精心筹备，主理人睡遍京都、伦敦、墨尔本、北京、上海、莫干山、云南各大知名民宿、酒店，选出称心的用品和器物，与您一同分享。在佶舍，拥有家的干净和温馨并不困难，灯光的亮度、床垫的柔软度、床品的舒适度、花洒的出水量、每一样都被精心考虑，这里是我理想中家的样子，也希望您能在这一方空间中“偷得浮生半日闲”。    佶舍Jishare设有杜拉维特Duravit卫浴、北欧表情Norhob与United Strangers联名家具、日本Karimoku/Dulton/Muji经典家具、失物招领/凡屋/造作家具、斯迈格Smeg/德龙Delonghi电器、马歇尔Marshall/B&O音箱、希尔顿同级60支贡缎床品等。每个空间都值得被好好对待，你们更是。    此外佶舍Jishare更是一个开放的交流空间，拟不定期举行小型交流、分享会。山川湖海，一茶一味，期待好看又有趣的灵魂在佶舍相遇，亦期望这样的温暖，成为你混沌生活里，细密雪亮的光。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60823457&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A60823457%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
鼓浪屿南瓜楼别墅酒店,高档型,¥639起,23,鼓浪屿地区 | 泉州路72号,97米，步行约97米，预计1分钟,1分钟,距厦门市鼓浪屿风景名胜区直线97米，步行约97米，预计1分钟,87,4.8,315,4.8,4.9,4.8,4.8,4.0,14:00,12:00,1,1,1,0,0,0,0,1,2020年11月01日,2011年12月01日,0592-2967890,酒店座落于美丽的钢琴之岛鼓浪屿，是一栋中西合璧的老别墅建筑。石门上雕刻了三个精美的南瓜石，石门上篆刻了“版筑传芳”四字，代表着吉祥、安定。三层楼建筑清一色淡墨条纹的清水砖规规矩矩的以它独有的方式拼砌而成。红砖，庭院，斑驳着岁月痕迹的大理石条，一切的一切在无声中叙说着关于这栋老别墅的故事，老鼓浪屿的人们用最简单的字眼给了它最文艺的命名。,https://hotel.elong.com/hotel/hoteldetail?hotelId=01401513&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A1401513%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门inn·南一设计师公寓,经济型,¥94起,50,高崎机场地区 | 围里社1525号,3.6公里，驾车约5.8公里，预计4分钟,4分钟,距高崎站直线3.6公里，驾车约5.8公里，预计4分钟,83,4.6,461,4.6,4.8,4.7,4.6,4.0,14:00,12:00,1,1,0,0,0,0,0,1,null,2019年10月01日,13559216617,inn·南一设计师公寓邻近厦门高琦机场，毗邻SM城市广场，薛岭山，三宝殿等，公寓处繁华地段，方便宾客购物、娱乐、旅游，良好的地理位置与交通条件，公交、BRT直达火车站、曾厝安、鼓浪屿、厦大、黄厝、会展中心等景点。,https://hotel.elong.com/hotel/hoteldetail?hotelId=60425818&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A60425818%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
厦门青川·一席海景美宿,经济型,¥273起,35,曾厝垵地区 | 曾厝垵205号之一,124米，步行约182米，预计2分钟,2分钟,距曾厝垵直线124米，步行约182米，预计2分钟,80,5.0,2323,5.0,5.0,5.0,5.0,4.0,14:00,12:30,1,1,0,0,0,1,0,1,2019年04月01日,2018年12月01日,18106967931,厦门青汐·一席海景美宿位于曾厝垵，周边景点：会展中心、环岛路、椰风寨、台湾民俗村、音乐广场、胡里山炮台、厦大白城沙滩、沙坡尾、厦门大学，南普陀寺、中山路等厦门知名景点。便利交通：步行约5分钟至曾厝垵公交车站，出行便利。“一席”取名虽包含创始人的姓氏，但更多ThePrimoSpaceHotel中的”Primo”，不是数字一，是针对每一个住客的一种体验；”Space”指的是空间，但是不同于“Place”或“Room”，除了实际的空间感受，更增加了一种心境，一种放空泄压的情绪。让每一个住客在“一席”都有远离城市喧嚣，隐与世的感觉。 不同韵味的客房让人眼前一亮，视觉效果突出，室内格局简约典雅，艺术气息浓郁，为您提供独特的旅途享受。感受热闹曾厝垵中一缕静谧。 客栈房间的设计摆放都是掌柜精心挑选，房内有高清液晶互联网电视，也有时尚的投影播放、冷暖空调、高档床品，覆盖无线20M宽带。不同韵味的客房让人眼前一亮，视觉效果突出，室内格局简约典雅，艺术气息浓郁，为您提供特特旅途享受。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92849375&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A1401%7C%2a%7CqId%3A4cefb196-d8bb-43c8-bd0c-57237178c15a%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A1401%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar2%7C%2a%7Cpos%3A7%7C%2a%7ChId%3A92849375%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
