酒店名称,酒店类型,最低房价,客房数,地址,最近地铁站直线距离,最近地铁站步行至时间,最近地铁站,好评率,总评分,点评总数,设施评分,服务评分,卫生评分,位置评分,性价比评分,入住时间,退房时间,停车场,免费WIFI,餐厅,健身房,游泳池,接机服务,会议室,行李寄存,装修日期,开业日期,电话,酒店简介,酒店链接
大理云堂隐奢度假酒店,高档型,¥748起,17,大理古城 | 大理古城人民路15号,982米，步行约1.7公里，预计25分钟,25分钟,距大理古城客运站(公交站)直线982米，步行约1.7公里，预计25分钟,99,5.0,891,4.9,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2021年03月01日,2021年03月01日,18183725863,大理云堂隐奢度假酒店坐落在大理古城繁华的主街道——人民路。酒店秉承用周到的服务和一流的设施，让您在大理市开展一段难忘的旅行。小隐于市，大隐于心，云堂提供的24小时私人管家服务，让您即使来到大理在管家的分享行程中感受到大理的人文和景色，不会有丝毫的陌生感，云堂全体人员期待在大理与您相遇。,https://hotel.elong.com/hotel/hoteldetail?hotelId=66805521&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A10%7C%2a%7ChId%3A66805521%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理古城厘米·轻宿客栈,高档型,¥366起,14,大理古城 | 大理镇双鹤路中段垒翠园展示中心正对面,0.3公里，步行约0.4公里，预计7分钟,7分钟,距大理古城客运服务站直线0.3公里，步行约0.4公里，预计7分钟,96,4.8,541,4.8,4.9,4.8,4.8,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2019年01月01日,2018年05月01日,18087214210,大理古城厘米·轻宿客栈坐落在苍山脚下，潺潺溪水旁边，双鹤路中段，出门约200米左右就是客运站，出行方便，距离古城核心区600米左右，酒店正对面是大理4A景区垒翠园博览中心。        酒店采用北欧极简线条风格，赋予现代轻奢感。客厅采用“布鲁斯·葛夫等建筑师”下沉式设计，别具一格，打造的空间层次感更能营造给客人的愉悦的入住感受。厘米是大理具北欧风格的网红民宿，酒店全部出自CCD设计公司，公区打造有水立方设计师参与，立志打造一个可以量化细微为厘米单位贴心服务，以“品质化”与“专业化”的服务，和对城市生活及文化的深度挖掘与探索，为住客创造幸福感和独特的古城体验。酒店所有客房均配备有空调或风管机，美国cbd床垫，toto或者科勒卫浴，空气净化器和yamaha无损蓝牙音响，部分套房配有踢脚线地暖，所有洗浴用品都是德国阿道夫，24小时的热水及泡泡浴，让您感受到更加贴心细致的入住体验。还为客人提供了电热水壶和咖啡壶/茶壶/空气净化器/各类红酒/进口啤酒等等客房用品。酒店休闲区提供了各类设施及酒区与茶区可供客人休憩放松。，您可以在这里舒缓身心压力。酒店会为旅客提供便捷的礼宾服务。酒店为所有入住客人提供免费停车场及古城内免费接送。相信周到的服务和一流的设施，会让您在大理市开展一段难忘的旅行。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92071740&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A11%7C%2a%7ChId%3A92071740%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
六阅·海东方悬崖海景酒店(大理洱海旗舰店),高档型,¥2648起,13,洱海海东风景区 | 海东镇梦云南海东方小区7幢-1-2层A-010号,1.9公里，驾车约4.3公里，预计10分钟,10分钟,距滇西应用技术大学直线1.9公里，驾车约4.3公里，预计10分钟,98,4.9,311,4.9,4.9,4.9,4.9,4.0,15:00,12:00,1,1,1,0,0,1,0,1,2021年04月01日,2021年04月01日,19169088898,六阅·海东方，六阅度假品牌打造旗下的新“小而美”的精品品牌旗舰店，也是旗下首间以“悬崖海景”为主题的度假空间。坐落于大理海东镇，倚洱海而立，试图携领住宿者重新认识大理。以「自然」「闲适」「生活」「朴质」「空间」「融合」为主元素，将「阳光」「假日」「生活」「日常」「舒适」「多面」写入大理生活的肌理，构筑起另一番生活之趣。走进这座海边的房子，在铺展着当代艺术的空间中，触碰覆盖大理温度的老物件，赖在阳光下或月色里，阅景、阅宿、阅食、阅饮、阅憩，享受独属于自我的慢时光，品味惬意人生。在自在与松弛的底色中，书写大理的全新面相。,https://hotel.elong.com/hotel/hoteldetail?hotelId=67439143&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A12%7C%2a%7ChId%3A67439143%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理圣托里尼沽月·仙莱渡度假酒店,高档型,¥1257起,40,洱海海东风景区 | 海东镇理想邦旅游度假小镇9栋,1.3公里，驾车约1.2公里，预计3分钟,3分钟,距金梭岛直线1.3公里，驾车约1.2公里，预计3分钟,95,4.9,415,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,1,1,1,1,2020年11月01日,2020年11月01日,18108722451,客栈坐落在大理市海东镇理想邦景区，面朝洱海苍山。海景无边泳池、圣托里尼的ins白、摩洛哥风的建筑、海岛风遮阳伞、巨型仙人掌等等元素打造了圣托里尼海景客栈别具一格的美景。客栈家具均采用私人定制，风格独特。洗漱沐浴用品均采用星级酒店标准。客栈服务不仅有标准服务，还兼具人性化和温情。客栈不仅提供贴心的管家服务，还提供欢迎水果、夜间点心，免费接送服务，离店伴手礼等，不仅是一趟旅程，还是一趟归家之旅。,https://hotel.elong.com/hotel/hoteldetail?hotelId=64624587&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A13%7C%2a%7ChId%3A64624587%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理圣托里尼·烟云海景度假酒店,高档型,¥2102起,20,洱海海东风景区 | 海东镇环海东路理想邦旅游度假小镇c2a-2-1,1.3公里，驾车约1.9公里，预计9分钟,9分钟,距金梭岛直线1.3公里，驾车约1.9公里，预计9分钟,97,4.9,722,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,1,1,1,null,2020年09月01日,19187764003,位于大理市圣托里尼理想邦，2020-09-01开业的大理烟云酒店，将是您旅途中的不二选择。所有极具特色的客房都配备有空调、液晶电视机和房间内高速上网，让您感受到更加贴心细致的入住体验。有饮水需求的旅客，酒店还为您提供了电热水壶和瓶装水。倘若您在忙碌的一天后想在自己的客房内放松，提供拖鞋、24小时热水和吹风机的客房浴室是不错的选择。在餐厅服务方面，酒店中餐厅会提供美食。酒店设有酒吧，您可在这里放松身心，享受贴心的服务。酒店设备优良，旅客可使用为您提供的SPA等休闲设施。酒店配备有会议厅，可供旅客使用。酒店为旅客提供接站服务，舒适到家。,https://hotel.elong.com/hotel/hoteldetail?hotelId=63869384&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A14%7C%2a%7ChId%3A63869384%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理烟鸟归樵隐奢酒店,高档型,¥712起,8,大理古城 | 大理古城人民路382号,0.5公里，步行约0.7公里，预计11分钟,11分钟,距洋人街直线0.5公里，步行约0.7公里，预计11分钟,98,4.9,289,4.9,5.0,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,1,1,1,null,2020年06月01日,19995888998,“樵人归欲尽，烟鸟栖初定。”    大理烟鸟归樵隐奢酒店座落在大理古城内，由本土知名设计师倾力打造古城巷子里有温度的隐奢小院。毗邻繁华热闹的人民路和叶榆路街区，闹中取静交通方便，酒店周边汇聚古城内众多人气餐厅，酒吧和网红打卡地。我们为您提供美味精致早餐及晚安甜点，房间宽敞明亮，床品皆配置金可儿床垫，威斯汀同款天梦之床，卫生间配有独立品牌卫浴，智能马桶和网红化妆镜，让您在古城中尽享城市高级酒店标准的配置和服务。房间内近可观赏小院景观，远可眺望苍山洱海，一楼图书馆式公区为您提供安静的发呆空间，天台天空之境更让您坐拥壮丽风景霸屏朋友圈，在游玩归来后在花园咖啡厅喝上一杯手冲亦可缓解您旅途的疲劳尽享甜美的休憩时光。,https://hotel.elong.com/hotel/hoteldetail?hotelId=63414512&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A15%7C%2a%7ChId%3A63414512%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理古城季夏·木屿花园别院,高档型,¥370起,8,大理古城 | 学府路79号古城大院里16号,1.0公里，步行约1.6公里，预计25分钟,25分钟,距大理大学古城校区直线1.0公里，步行约1.6公里，预计25分钟,96,4.9,254,4.9,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2020年10月01日,2019年01月01日,13577267197,大理古城季夏·木屿花园别院位于学府路，坐落于苍山脚下，临近古城的白族特色高端别墅区，被白族风俗墙画及绿植环抱，让您感受浓郁的白族气息，花香四溢、静谧舒适。观山、观海、空调、浴缸、发热地板…多样精品房型供选，房间干净舒适、设施配备齐全。自带精品花园庭院，配备高端私房菜，中式下午茶，悠闲小酒馆，庭院BBQ，发呆、小酒、烧烤、音乐，不容错过的民宿体验。客栈提供接机服务（详情请咨询商家）、私人管家、行程设计。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93973186&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A16%7C%2a%7ChId%3A93973186%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理国际大酒店,豪华型,¥1426起,311,滨海大道 | 经济开发区龙山州级行政中心旁,871米，步行约1.2公里，预计16分钟,16分钟,距洱海天域直线871米，步行约1.2公里，预计16分钟,95,4.8,1045,4.8,4.8,4.9,4.9,4.0,14:00,12:00,1,1,1,1,1,1,1,1,null,2017年12月01日,0872-2359999,酒店取舍于繁华与幽静之地，悠闲在传统与自然之间，静卧在龙山遗风的注脚下，俯可瞰270度洱海的壮阔全景，远可眺苍山白雪银顶的秀丽雄奇，与洱海公园、龙山公园相拥，是一方颐养心灵的理想之所。酒店内一步一景，或民族，或现代，或时尚，或雅致，美景流动，漫步其间，愉悦随心弥散，是集山水园林生活为主题和白族特色文化于一体的奢华商务休闲度假酒店。酒店拥有多间全景客房，设有迎曦楼、白渊和白源楼三栋楼，房型按所在楼层命名。所有房间都覆盖高速无线网络，配备JBL多功能蓝牙音响、胶囊咖啡机、高清液晶电视，以及智能客控服务系统，套房更配备观景阳台和天文望远镜。中、西、法三个特色餐厅和2个大堂酒廊带来独具地域文化的美食之旅，缔造令人难忘的绝妙味蕾体验。特色红酒吧、雪茄吧、私人影院和蓝逸SPA将为旅途注入更多尊崇体验。同时，室内外泳池、儿童俱乐部、健身中心等休闲娱乐设施一应俱全。会议中心拥有一个1095㎡的多功能宴会厅和5个会议室，是商务会议和婚宴的不二之选。“大梦境 理想源”——置身本酒店，在苍山洱海间，享风花雪月之惬意，感大理奢尚生活真谛。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92451406&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A17%7C%2a%7ChId%3A92451406%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理全年·忆闲居客栈,高档型,¥402起,12,大理古城 | 古城文献路192-2号,0.9公里，步行约1.2公里，预计18分钟,18分钟,距大理古城客运服务站直线0.9公里，步行约1.2公里，预计18分钟,98,4.9,207,4.9,5.0,4.9,4.9,4.0,14:00,14:00,1,1,1,0,0,1,0,1,2018年05月01日,2018年02月01日,0872-2664777,客栈位于世界历史文化名城，大理古城南城门旁文献路，背靠苍山，面朝洱海，距古城墙百米之遥，徒步可入大理古城。客栈由名师精心设计改建而成，依山而造，移步换景。院内栈道别致、花香草绿，花中有房、房中有花，画中有房、房中有画；客房布置简约而不失奢华，古朴中又透露着现代的经典，有家的温馨与惬意。坐在静静的院子里晒着太阳、聊着天，一半儿清茶一半儿酒，真正让你感受“远看洱海耳听风，是谁停留又远走。一阵花雨迟疑后，纷纷落满点苍山”的意境。生活有诗和远方，忆闲居将见证你欢笑的时光，并陪着你一路欢歌前行！,https://hotel.elong.com/hotel/hoteldetail?hotelId=92970313&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A18%7C%2a%7ChId%3A92970313%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理绯莫摄影艺术民宿,高档型,¥352起,10,苍山风景区 | 下关镇刘官厂村委会8组82号,3.6公里，驾车约4.0公里，预计7分钟,7分钟,距文献楼直线3.6公里，驾车约4.0公里，预计7分钟,100,4.9,61,4.9,5.0,4.9,5.0,4.0,14:00,12:00,1,1,1,0,1,1,0,1,null,2019年05月01日,18008725885,穿越装满理想的城市-大理！背倚苍山远眺洱海，身处山水之间，与山水相识，共山水相谈。生得一人心，活在幸福里”体现了绯莫摄影艺术酒店开设初心。以摄影工作室为原基础的酒店，为了更好的体现旅拍的意义，将旅行和拍摄完美的结合成为了我们现在喜欢的样子！距离苍山景区（感通索道）约2公里。观音堂、张家花园约500米。INS北欧风情浓郁，室内布置豪华床品，知名品牌卫浴，房间设有独立的小院或露台，营造出不同的入住生活空间。电动窗帘 智能马桶的配备也是为出行旅游的您提供更好的住宿体验,https://hotel.elong.com/hotel/hoteldetail?hotelId=94027539&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A1360fc96-497e-447a-b301-d34fa715bdb6%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cbkt%3Ar1%7C%2a%7Cpos%3A19%7C%2a%7ChId%3A94027539%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
白日青春酒店(大理古城中心店),舒适型,¥593起,40,大理古城 | 大理古城玉洱路165号副1号,1.2公里，驾车约2.4公里，预计9分钟,9分钟,距大理农林职业技术学院直线1.2公里，驾车约2.4公里，预计9分钟,99,5.0,4392,5.0,5.0,5.0,5.0,4.0,12:00,14:00,1,1,1,0,0,1,1,1,null,2020年01月01日,18314505979,酒店位于大理古城内中心地段，且在主干道上，逛步行街超级方便，右转约300米就是复兴路步行街，直行约200米就是洋人街，再前行约60米就是人民路步行街；大理站和大理机场均可直接乘车到酒店门口；离四方街生活超市也约200米。这是一群很年轻的牛犊子，几个合伙人都是二十多岁，酒店负责人是一名农学硕士，留过学，上过班，创过业，一路走来磕磕绊绊，却也是痛并快乐着。谈笑有鸿儒，往来无白丁，如果这也是你追寻的生活圈子，希望能和这群年轻人能一起在大理筑梦。简约时尚舒适的房间 酒店房间设计极为简约，凸显年轻与现代。房间面积从15平米至70平米不等。酒店晚上极为安静，没有马路上的嘈杂影响；在大理，你做真正的自己不奇怪，你做的每一件事也都是正经事。不是只有格子间里的埋头苦打是正经事，也不是印在脸上斑驳的PPT数据才是正经事。在大理的某个下午，散步是正经事，遛弯是正经事，面朝洱海发呆也是正经事。在大理，不用去渴求真正属于自己的时间，你的每一秒都是属于自己。和我们约起来吧。,https://hotel.elong.com/hotel/hoteldetail?hotelId=61028450&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A0%7C%2a%7ChId%3A61028450%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
海天之恋花园海景酒店(大理洱海旗舰店),高档型,¥737起,26,洱海海西风景区上段 | 马久邑村环海西路(海西),3.1公里，驾车约8.5公里，预计21分钟,21分钟,距才村风景区直线3.1公里，驾车约8.5公里，预计21分钟,98,5.0,3300,4.9,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,1,1,2019年01月01日,2014年01月01日,0872-8899520,在海天之恋，除了无敌海景以及优美的环境。我们向住店客人提供一对一的管家式服务，每个客房提供鲜花和果篮，吧台提供阳光下午茶、咖啡和酸奶。酒店还配备有专职的车管家，为客人的出行提供一对一的精致服务。我们尽一切努力为您带来美好的旅行体验。地理位置：酒店座落于银桥镇，地理位置可谓得天独厚。酒店背靠苍山面朝洱海，位于苍山十八溪的桃溪和隐仙溪之间，被两块天然湿地所环绕。人文特色：酒店领衔设计师Kevin Li充分利用酒店独特的地理条件，以地中海退台式建筑结构和全海景露台的设计，融入当地白族的人文精华。精致享受：处处可见的亲水平台以及无边水的精心设计，让你随时随地可以享受海天一色的美景。酒店室内设计的精致细节，和管家式的服务，则给入住的客人带来润物细无声的愉悦。店内活动：酒店不定期举办各种文化沙龙、组织垂钓、烧烤、游船、每年12月到次年3月可以在酒店游船喂红嘴鸥。,https://hotel.elong.com/hotel/hoteldetail?hotelId=02505530&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A1%7C%2a%7ChId%3A2505530%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
六阅·無所海景度假酒店(大理洱海双廊店),高档型,¥3256起,17,大理双廊风景区 | 双廊镇双廊村四组,796米，步行约1.4公里，预计18分钟,18分钟,距月亮宫直线796米，步行约1.4公里，预计18分钟,98,5.0,2381,4.9,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2018年12月01日,2018年08月01日,19995826777,六阅·無所海景度假酒店(大理洱海双廊店)位于双廊村入村口罗莳曲海岸边，与玉几岛遥遥相对，摄影角度极佳。夕阳下，远处苍山和近处玉几岛在五色云彩和碧蓝海水的衬托下，分外美丽。客栈拥有各类客房，配套设施齐全。客栈配备独立的咖啡厅、海景下午茶区域，可提供各种现磨咖啡，更有窖藏名贵红酒及高端雪茄。六阅·無所海景度假酒店(大理洱海双廊店)，我们秉承着与客人一同发掘未经雕琢的美的宗旨，致力于打造国内高端度假精品客栈，为客人创造优质的全新度假休闲体验。,https://hotel.elong.com/hotel/hoteldetail?hotelId=93655229&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A2%7C%2a%7ChId%3A93655229%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理风雪故城艺术花园客栈,舒适型,¥657起,32,大理古城 | 大理古城内玉洱路中段384号,1.2公里，驾车约2.0公里，预计7分钟,7分钟,距大理古城客运站(公交站)直线1.2公里，驾车约2.0公里，预计7分钟,99,4.9,4112,4.9,5.0,4.9,4.9,4.0,14:00,12:00,1,1,0,0,0,1,0,1,2018年01月01日,2017年01月01日,0872-25698888,大理风雪故城艺术花园客栈位于大理古城内玉洱路中段。客栈主打特色艺术酒店，以中西合璧，地中海小清新，摩洛哥情调等风格样式多变，以服务和品质为基础。拥有梦幻般的天空之境，还有独具一格的摩洛哥风情，手绘壁画和进口饰品的随意点缀，使酒店多了很多的他国的异域风情，在每间房都有不同的主题装饰，洞穴、简约、 北欧 、亲子、情侣等，独具特色。,https://hotel.elong.com/hotel/hoteldetail?hotelId=92192665&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A3%7C%2a%7ChId%3A92192665%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
良宿·网红旅拍客栈(大理洱海店),高档型,¥584起,32,洱海挖色小普陀风景区 | 挖色镇挖色村8组504号,392米，步行约672米，预计10分钟,10分钟,距挖色镇人民政府直线392米，步行约672米，预计10分钟,98,4.9,3304,4.8,4.9,4.9,4.9,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2018年08月01日,2016年08月01日,0872-2466667,客栈位于洱海东岸挖色镇，客栈距离双廊古镇约15公里，距离小普陀约1.5公里，距离天镜阁（罗荃半岛）约15公里，距离大理古城约66公里，距离喜洲古镇约42公里，去大部分的景点游玩都方便；客栈就有出租电单车服务，可以骑电单车前往附近的双廊古镇、小普陀、天镜阁游玩，去大理古城、喜洲古镇，客栈也可以帮忙联系靠谱的包车或您租车自驾游玩（详情请咨询商家）。另外，针对住店客人，客栈提供免费天空之镜、漂浮早餐、网红玻璃球、漂浮浴缸、花海庭院的拍摄。客栈还有私家观景餐厅，提供特色大理风味美食！,https://hotel.elong.com/hotel/hoteldetail?hotelId=91898349&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A4%7C%2a%7ChId%3A91898349%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
天富快捷酒店(洱海公园店),经济型,¥134起,45,大理火车站 | 开发区锦云路与白云路间中段,764米，步行约1.0公里，预计14分钟,14分钟,距大理汽车客运站新站直线764米，步行约1.0公里，预计14分钟,94,4.9,3044,4.9,4.9,4.9,4.9,4.1,14:00,13:00,1,1,0,0,0,1,0,1,2015年06月01日,2013年05月01日,0872-2160399,酒店位于大理下关经济开发区锦云路与白云路中段，酒店设施设备齐全，门口有公共停车位，酒店共有45间客房，房间宽敞明亮，每个房间均有空调。装修风格现代时尚，欢迎您的下榻。,https://hotel.elong.com/hotel/hoteldetail?hotelId=90174314&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A5%7C%2a%7ChId%3A90174314%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
大理丽舍海景度假酒店,豪华型,¥3163起,23,滨海大道 | 下关镇漾濞路36号洱海天域国际公寓B栋20-29层,1.7公里，驾车约2.4公里，预计32分钟,32分钟,距大理站直线1.7公里，驾车约2.4公里，预计32分钟,98,5.0,1174,5.0,5.0,5.0,5.0,4.0,14:00,12:00,1,1,1,0,0,1,0,1,2018年10月01日,2018年06月01日,15125299625,大理丽舍海景度假酒店是上海璐瑶投资管理有限公司旗下，参照超高星级酒店标准建成的一家集高端、时尚、奢华、舒适为一体的精品度假酒店。酒店地处大理市黄金海岸线滨海大道，地标性建筑洱海天域国际公寓（大理港游轮码头对面）。酒店本着“以客为尊，以人为本”的经营理念，着力于打造“关怀式”微笑服务团队，当您听到陌生人的关怀，不要惊讶，那一定是丽舍酒店在向您问候，它想要给您家的温暖。我们更将通过温馨典雅的客房、高雅的设计品味、色味俱佳的美食以及贴心的个性化服务，让您疲惫的旅游得到轻松的享受。远离城市的喧嚣，在视野开阔的客房中，吹着清新洁净的空气、晒着温柔和煦的阳光、看着清澈湛蓝的海水、吹着柔和的海风，端着一杯红酒，或与亲密的爱人聊天，或与亲朋好友一起发呆，或和商务客户进行洽谈，无一不令人流连忘返。七彩云南，魅力大理，如果您来过丽舍酒店，请您记住丽舍“因您的到来而光彩熠熠”，我们也将继续祝您在未来的人生，一直被爱，幸福常伴；如果您没来过丽舍酒店，我们竭诚邀请您来感受“宾至如归”的至尊体验，也期待着可以将我们的爱与关怀传递到您的心间，温暖您的心房。曾经走过的岁月里，因为有爱才会变得更加迷人，曾经到过的地方，因为有爱而泛着七彩的光。你若安好，便是晴天——丽舍酒店期待您的光临！,https://hotel.elong.com/hotel/hoteldetail?hotelId=90218025&inDate=2022-07-25&outDate=2022-07-26&traceToken=%7C%2a%7CcityId%3A2505%7C%2a%7CqId%3A5f289ea4-d729-4437-8e56-8e78b54938b9%7C%2a%7Cst%3Acity%7C%2a%7CsId%3A2505%7C%2a%7Cscene_ids%3A0%7C%2a%7Cpos%3A6%7C%2a%7ChId%3A90218025%7C%2a%7CTp%3Adefault%7C%2a%7Cpage_index%3A0%7C%2a%7Cpage_size%3A20%7C%2a%7C
